Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Planning Address,APN(s),Supervisor District,Planning Neighborhood,City Analysis Neighborhood,Lead Agency,Program Area,Project Type,Housing Tenure,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,DBI Permit Number,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Recording Number,Recording Date,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,20% AMI,30% AMI,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,120% AMI,150% AMI,Latitude,Longitude,Location
2015-015,(5) First Construction Document Issued,1353-1357 Folsom,1353-1357,Folsom,St,94103,Not Applicable,3519052,6,South of Market,South of Market,MOHCD,Small Sites,Rehabilitation,Rental,08/01/2016,,,11/01/2016,San Francisco Community Land Trust,,San Francisco Community Land Trust,,Not Applicable,,,,,DOC-2016-K193479-00,01/22/2016,3,3,0,100%,0,0,0,1,1,1,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37.772991533267898,-122.412158315616,"(37.7729915332679, -122.412158315616)"
2015-016,(5) First Construction Document Issued,70-72C Belcher,70-72C,Belcher,St,94114,Not Applicable,3537069,8,Castro/Upper Market,Castro/Upper Market,MOHCD,Small Sites,Rehabilitation,Rental,08/01/2016,,,11/01/2016,San Francisco Community Land Trust,,San Francisco Community Land Trust,,Not Applicable,,,,,DOC-2016-K193474-00,01/22/2016,5,5,0,100%,0,0,0,5,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,37.768105918767702,-122.430443995738,"(37.7681059187677, -122.430443995738)"
2015-017,(2) Predevelopment Feasibility,490 South Van Ness ,490,South Van Ness,Ave,94103,490 SOUTH VAN NESS AVE 94103,3553008,9,Mission,Mission,MOHCD,Multifamily,New Construction,Rental,12/01/2016,06/01/2015,,06/01/2018,BRIDGE Housing Corporation,Mission Housing Development Corporation,Entity to be formed,,2015-010406PRJ,http://propertymap.sfplanning.org/?search=2015-010406PRJ,2015-010406ENV,,,,,89,89,0,100%,0,0,46,36,7,0,0,0,0,,62,0,0,27,0,0,27,0,0,62,0,0,0,0,0,37.7654799368634,-122.41782385267101,"(37.7654799368634, -122.417823852671)"
2015-018,(3) Design with Entitlements Approved,1238 Sutter  ,1238,Sutter,St,94109,"1238 SUTTER ST, SAN FRANCISCO, CA 94109",0670011,3,Downtown/Civic Center,Nob Hill,MOHCD,Inclusionary,New Construction,Ownership,,,,,"Celtic Development, LLC",,,201507161644,2013.1238,http://propertymap.sfplanning.org/?search=2013.1238,"2013.1238C,2013.1238E,2013.1238PPA,2013.1238U,2013.1238V",05/07/2015,On-site BMR Project ,2015-K147477,10/21/2015,37,4,33,11%,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,37.787929245130002,-122.420823968801,"(37.78792924513, -122.420823968801)"
2015-019,(4) Site Work Permit Issued,1000 Mississippi ,1000,Mississippi,St,94107,"1004 MISSISSIPPI ST, SAN FRANCISCO, CA 94107",4224015,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,New Construction,Ownership,,04/22/2016,,,"Heights Properties, LLP",,,"200705010141, 200806053784",2014.1019,http://propertymap.sfplanning.org/?search=2014.1019,"2006.0810,2006.0810C,2006.0810E,2006.0810K,2014.1019C",05/14/2015,On-site BMR Project ,2015-K072964,06/09/2015,28,3,25,11%,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.753531191552,-122.394231279786,"(37.753531191552, -122.394231279786)"
2015-020,(3) Design with Entitlements Approved,San Francisco Overlook,599,Crestmont,St,94131,599 CRESTMONT DR 94131,2636025,7,Inner Sunset,Inner Sunset,MOHCD,Inclusionary,New Construction,Unknown,,,,,"San Francisco Overlook, LLC",,,,2004.0093,http://propertymap.sfplanning.org/?search=2004.0093,"2004.0093C,2004.0093CUA-02,2004.0093E,2004.0093E_3,2004.0093E_5,2004.0093V",05/14/2015,Fee Payment ,2013-J640231,04/19/2013,29,0,29,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.758412151101403,-122.460923159592,"(37.7584121511014, -122.460923159592)"
2015-021,(5) First Construction Document Issued,600 S. Van Ness,600,South Van Ness ,Ave,94110,"600 SOUTH VAN NESS AV, SAN FRANCISCO, CA",3575070,9,Mission,Mission,MOHCD,Inclusionary,New Construction,Ownership,,11/02/2015,03/28/2016,09/19/2017,600 SVN LLC,,,"201401136108, 201406168536",2013.0614,http://propertymap.sfplanning.org/?search=2013.0614,"2013.0614E,2013.0614U,2013.0614X",05/21/2015,On-site BMR Project ,2016-K329598,09/15/2016,27,4,23,15%,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,37.763318145626499,-122.417616929338,"(37.7633181456265, -122.417616929338)"
2015-022,(3) Design with Entitlements Approved,901 Tennessee,901,Tennessee,St,94107,"901 TENNESSEE ST, SAN FRANCISCO, CA 94107",4108017,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,New Construction,Ownership,,,,,Mindful Investments LP,,,"201604285990, 201606139794",2013.0321,http://propertymap.sfplanning.org/?search=2013.0321,"2013.0321A,2013.0321CND,2013.0321E,2013.0321U,2013.0321X",05/21/2015,On-site BMR Project ,2015-K090561,07/15/2015,44,6,38,14%,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,37.7602272096874,-122.389153807764,"(37.7602272096874, -122.389153807764)"
2015-024,(5) First Construction Document Issued,HPSY Block 56/57,11,Innes,Ct,94124,Not Applicable,"4591C071, 4591C072, 4591C073, 4591C076, 4591C077, 4591C078, 4591C079, 4591C080, 4591C081, 4591C082, 4591C089, 4591C090, 4591C091, 4591C092",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,04/14/2014,12/07/2016,03/31/2017,,,,,Not Applicable,,,,,,,132,15,117,11%,0,0,6,8,1,0,0,0,0,,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,37.727610128325303,-122.367608760415,"(37.7276101283253, -122.367608760415)"
2015-025,(5) First Construction Document Issued,Avalon Bay Communities,750,Harrison,St,94107,"750 HARRISON ST, SAN FRANCISCO, CA 94107",3751029,6,South of Market,South of Market,MOHCD,Inclusionary,New Construction,Rental,,08/19/2016,10/31/2016,04/24/2018,"SST Investments, LLC",,,"201602230301, 201605177631",2013.0485,http://propertymap.sfplanning.org/?search=2013.0485,"2013.0485CND,2013.0485E,2013.0485ENX,2013.0485U,2013.0485X_OLD,2014-003146SHD",06/04/2015,On-site BMR Project ,2016-K239909,05/03/2016,79,9,70,11%,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,37.781873254674899,-122.398784639637,"(37.7818732546749, -122.398784639637)"
2015-026,(3) Design with Entitlements Approved,101 Hyde ,101,Hyde,St,94102,"101 HYDE ST, SAN FRANCISCO, CA 94102",0346003A,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,New Construction,Rental,,,,,"Costa Brown Architecture, Inc. ",,,"201306270692, 201306270695",2012.0086,http://propertymap.sfplanning.org/?search=2012.0086,"2012.0086E,2012.0086U,2012.0086V,2012.0086X",06/11/2015,On-site BMR Project ,,,85,10,75,12%,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.781803735997798,-122.415896547771,"(37.7818037359978, -122.415896547771)"
2015-027,(3) Design with Entitlements Approved,1700 Market ,1700,Market,St,94102,"1700 MARKET ST, SAN FRANCISCO, CA",0855016,5,Western Addition,Hayes Valley,MOHCD,Inclusionary,New Construction,Ownership ,,,,,1700 Market Street LLC,,,,2013.1179,http://propertymap.sfplanning.org/?search=2013.1179,"2013.1179C,2013.1179E,2013.1179U,2013.1179VAR",06/18/2015,On-site BMR Project ,2016-K187329,01/13/2016,42,5,37,12%,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,37.772953414689297,-122.422447141875,"(37.7729534146893, -122.422447141875)"
2015-028,(4) Site Work Permit Issued,1546-1564 Market  & 55 Oak,1546-1564,Market,St,94102,"1550 MARKET ST, SAN FRANCISCO, CA 94102",0836006,5,Downtown/Civic Center,Hayes Valley,MOHCD,Inclusionary,New Construction,Ownership,,11/02/2016,,,TUP Market LLC/Trumark Urban,,,,2012.0877,http://propertymap.sfplanning.org/?search=2012.0877,"2012.0877CUA,2012.0877CUA-02,2012.0877E,2012.0877E_3,2012.0877E_5,2012.0877U,2012.0877VAR,2012.0877X,2012.0877X_3",06/25/2015,On-site BMR Project ,2015-K151993,11/02/2015,109,13,96,12%,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,37.7749652134653,-122.420176872776,"(37.7749652134653, -122.420176872776)"
2015-029,(6) Complete,236-238 Shipley ,236-238,Shipley,St,94107,"0 SHIPLEY ST, SAN FRANCISCO, CA 94107",3753314,6,South of Market,South of Market,MOHCD,Inclusionary,New Construction,Ownership,,,08/18/2015,02/08/2017,"V Shipley, LLC",,,201407100913,2014.0428,http://propertymap.sfplanning.org/?search=2014.0428,2014.0428U,06/25/2015,On-site BMR Project ,2015-K052928,04/27/2015,15,2,13,13%,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,37.779227832502997,-122.403857483539,"(37.779227832503, -122.403857483539)"
2015-033,(2) Predevelopment Feasibility,Sunnydale - 6A,,Address not yet assigned,,94134,Planning address not yet assigned,Not yet available,10,Visitacion Valley,Visitacion Valley,MOHCD,HOPE SF,New Construction,Rental,12/01/2018,,,06/01/2020,Mercy Housing California,Related California,Entity to be formed,,Not Yet Available,,,,,,,83,82,1,99%,0,0,8,51,23,0,0,0,1,,82,0,0,0,0,0,0,82,0,0,0,0,0,0,0,37.711091598025,-122.417376168266,"(37.711091598025, -122.417376168266)"
2015-034,(2) Predevelopment Feasibility,Sunnydale - 6B,,Address not yet assigned,,94134,Planning address not yet assigned,Not yet available,10,Visitacion Valley,Visitacion Valley,MOHCD,HOPE SF,New Construction,Rental,12/01/2018,,,06/01/2020,Mercy Housing California,Related California,Entity to be formed,,Not Yet Available,,,,,,,86,85,1,99%,0,0,8,49,28,0,0,0,1,,85,0,0,0,0,0,0,85,0,0,0,0,0,0,0,37.710537429671298,-122.417623960452,"(37.7105374296713, -122.417623960452)"
2015-035,(3) Design with Entitlements Approved,75 Howard ,75,Howard,St,94105,"75 HOWARD ST, SAN FRANCISCO, CA 94105",3741031,6,Financial District,Financial District/South Beach,MOHCD,Inclusionary,New Construction,Unknown,,,,,RDF 75 Howard LP,,,"201406239136, 201604013681",2011.1122,http://propertymap.sfplanning.org/?search=2011.1122,"2011.1122CND,2011.1122CUA,2011.1122E,2011.1122E_3,2011.1122K,2011.1122PPA,2011.1122R,2011.1122U,2011.1122V,2011.1122X,2011.1122Z",09/03/2015,Fee Payment ,,,133,0,133,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.791071147824198,-122.391144416942,"(37.7910711478242, -122.391144416942)"
2015-036,(3) Design with Entitlements Approved,"925 Mission - ""N-1 Site""",110,5th,St,94103,925 MISSION ST 94103,3725005,6,South of Market,South of Market,MOHCD,Inclusionary,New Construction,Ownership,,,,,,,,,2011.0409,http://propertymap.sfplanning.org/?search=2011.0409,"2011.0409APL,2011.0409APL-02,2011.0409APL-03,2011.0409B,2011.0409CND,2011.0409CUA,2011.0409CUA-02,2011.0409CUA-03,2011.0409CUA-04,2011.0409CUA-05,2011.0409DVA,2011.0409E,2011.0409E_3,2011.0409K,2011.0409MAP,2011.0409OFA-02,2011.0409PCA,2011.0409PPA,2011.",09/17/2015,Fee Payment ,,,400,0,400,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.781730866841798,-122.406309112611,"(37.7817308668418, -122.406309112611)"
2015-037,(3) Design with Entitlements Approved,"925 Mission - ""M-2 Site""",939 941 949,Mission,St,94103,925 MISSION ST 94103,3725005,6,South of Market,South of Market,MOHCD,Inclusionary,New Construction,Rental,,,,,"5M Project, LLC",,,,2011.0409,http://propertymap.sfplanning.org/?search=2011.0409,"2011.0409APL,2011.0409APL-02,2011.0409APL-03,2011.0409B,2011.0409CND,2011.0409CUA,2011.0409CUA-02,2011.0409CUA-03,2011.0409CUA-04,2011.0409CUA-05,2011.0409DVA,2011.0409E,2011.0409E_3,2011.0409K,2011.0409MAP,2011.0409OFA-02,2011.0409PCA,2011.0409PPA,2011.",09/17/2015,On-site BMR Project ,,,288,58,230,20%,0,0,0,0,0,0,0,0,0,,58,0,0,0,0,0,0,0,0,0,0,58,0,0,0,37.781730866841798,-122.406309112611,"(37.7817308668418, -122.406309112611)"
2015-038,(3) Design with Entitlements Approved,525 Harrison,525,Harrison,St,94105,"525 HARRISON ST, SAN FRANCISCO, CA 94105",3764063,6,South of Market,Financial District/South Beach,MOHCD,Inclusionary,New Construction,Rental ,,,,,Hines Interests Ltd.,,,,2013.0159,http://propertymap.sfplanning.org/?search=2013.0159,"2013.0159E,2013.0159T,2013.0159U,2013.0159X,2013.0159Z",09/24/2015,On-site BMR Project ,,,205,25,180,12%,0,0,0,0,0,0,0,0,0,,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,37.785367205307601,-122.393359322869,"(37.7853672053076, -122.393359322869)"
2015-039,(5) First Construction Document Issued,1198 Valencia,1198,Valencia,St,94110,"1198 VALENCIA ST, SAN FRANCISCO, CA 94110",3635014,8,Mission,Mission,MOHCD,Inclusionary,New Construction,Ownership,,06/10/2016,09/23/2016,03/17/2018,"Valencia Street Partners, LLC",,,,2012.0865,http://propertymap.sfplanning.org/?search=2012.0865,"2012.0865C,2012.0865E,2012.0865K,2012.0865U,2012.0865VAR",10/01/2015,On-site BMR Project ,2016-K194624,01/27/2016,49,6,43,12%,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,37.753931770529299,-122.421183514104,"(37.7539317705293, -122.421183514104)"
2015-040,(6) Complete,642-646 Guerrero,642-646,Guerrero,St,94110,Not Applicable,3587078,8,Mission,Mission,MOHCD,Small Sites,Rehabilitation,Rental,08/01/2016,,,,Mission Economic Development Agency,,"MEDA Small Properties, LLC",,Not Applicable,,,,,DOC-2016-K193495-00,01/22/2016,4,4,0,100%,0,0,3,1,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37.760794882541198,-122.424037150046,"(37.7607948825412, -122.424037150046)"
2015-041,(2) Predevelopment Feasibility,Knox SRO,241,6th ,St,94103,Not Applicable,3732078,6,South of Market,South of Market,MOHCD,Bonds Only,Rehabilitation,Rental,06/01/2017,,,11/12/2018,Tenants and Owners Development Corporation,,Knox Partners Limited Partnership,,Not Applicable,,,,,,,140,138,2,99%,138,0,0,0,0,0,0,0,2,SRO,138,0,0,0,0,0,0,138,0,0,0,0,0,0,0,37.779374728019,-122.406258356001,"(37.779374728019, -122.406258356001)"
2015-042,(2) Predevelopment Feasibility,HPSY Block 55,151,Friedell,St,94124,Not Applicable,"4591C011,4591C012, 4591C013, 4591C014, 4591C015, 4591C016, 4591C017, 4591C018, 4591C019, 4591C020, 4591C022, 4591C023, 4591C024, 4591C025, 4591C026, 4591C027, 4591C028, 4591C029, 4591C030, 4591C031, 4591C032, 4591C034, 4591C035, 4591C036, 4591C037, 4591C038, 4591C039, 4591C132, 4591C133, 4591C134, 4591C135, 4591C136, 4591C137, 4591C138, 4591C139, 4591C140, 4591C141, 4591C142, 4591C144, 4591C145, 4591C146, 4591C147, 4591C148, 4591C149, 4591C150, 4591C151, 4591C152, 4591C153, 4591C154, 4591C155, 4591C156, 4591C157, 4591C158, 4591C159, 4591C160, 4591C161, 4591C163, 4591C164, 4591C166, 4591C167, 4591C168, 4591C169, 4591C170, 4591C171, 4591C172",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,66,3,63,5%,0,0,0,1,2,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,37.727749643349703,-122.36946265139601,"(37.7277496433497, -122.369462651396)"
2015-043,(3) Design with Entitlements Approved,1532 Harrison,1532,Harrison,St,94103,"1532 HARRISON ST, SAN FRANCISCO, CA 94103",3521056,6,South of Market,Mission,MOHCD,Inclusionary,New Construction,Rental,,,,,"Joe Peters; Build, Inc.",,,201607253262,2013.1390,http://propertymap.sfplanning.org/?search=2013.1390,"2013.1390CUA,2013.1390CUA_2,2013.1390E,2013.1390IKA,2013.1390PPA,2013.1390U",10/08/2015,On-site BMR Project ,,,136,22,114,16%,0,0,0,0,0,0,0,0,0,,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,37.770483896309202,-122.413316347323,"(37.7704838963092, -122.413316347323)"
2015-044,(4) Site Work Permit Issued,1463 Lombard,1463,Lombard,St,94123,"0 V, SAN FRANCISCO, CA",0503020,2,Marina,Marina,MOHCD,Inclusionary,New Construction,Ownership,,07/25/2016,,,1463-65 Lombard LLC,,,"201404223881, 201509288182",2013.1022,http://propertymap.sfplanning.org/?search=2013.1022,"2013.1022C,2013.1022E,2013.1022PPA,2013.1022U",10/08/2015,On-site BMR Project ,2016-K220833,03/23/2016,14,3,11,21%,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.800891469925297,-122.42554667096501,"(37.8008914699253, -122.425546670965)"
2015-045,(3) Design with Entitlements Approved,363 6th,363,6th,St,94107,"363 06TH ST, SAN FRANCISCO, CA 94103",3753079,6,South of Market,South of Market,MOHCD,Inclusionary,New Construction,Rental ,,,,,Boris Fadeer/ Clara/6th LLC,,,,2011.0586,http://propertymap.sfplanning.org/?search=2011.0586,"2011.0586CND,2011.0586E,2011.0586IKA,2011.0586K,2011.0586PPA,2011.0586U,2011.0586X",10/15/2015,On-site BMR Project ,2016-K220061,03/21/2016,104,12,92,12%,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,37.778048756310803,-122.404446691228,"(37.7780487563108, -122.404446691228)"
2015-046,(5) First Construction Document Issued,1075 Market,1075,Market,St,94103,"1075 MARKET ST, SAN FRANCISCO, CA 94103",3703062,6,South of Market,South of Market,MOHCD,Inclusionary,New Construction,Ownership,,08/15/2016,11/03/2016,04/27/2018,Encore Market St LLC,,,201603101753,2013.1690,http://propertymap.sfplanning.org/?search=2013.1690,"2013.1690CND,2013.1690CUA,2013.1690E,2013.1690PPA,2013.1690U,2013.1690X",10/22/2015,On-site BMR Project ,2016-K281102,06/29/2016,90,11,79,12%,0,0,0,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,37.780644214378803,-122.41161520228,"(37.7806442143788, -122.41161520228)"
2015-047,(2) Predevelopment Feasibility,Sunnydale - Parcel Q,1477-1497,Sunnydale,Ave,94134,Planning address not yet assigned,"6356061, 6356062, 6356063, 6356064, 6356065, 6356066, 6356068",10,Visitacion Valley,Visitacion Valley,MOHCD,HOPE SF,New Construction,Rental,12/01/2017,,,12/01/2019,Related California,Mercy Housing California,"Sunnydale Parcel Q Housing Partners, LP",,Not Yet Available,,,,,,,60,59,1,98%,0,0,6,38,15,0,0,0,1,,59,0,0,0,0,0,0,59,0,0,0,0,0,0,0,37.711536015466599,-122.41581480287699,"(37.7115360154666, -122.415814802877)"
2015-048,(2) Predevelopment Feasibility,"Block 48, Phase 1A, Block N1",878,La Salle,Ave,94124,Not Applicable,"4591D014, 4591D015, 4591D016, 4591D017, 4591D018, 4591D019",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,Lennar,,,,Not Applicable,,,,,,,18,2,16,11%,0,0,1,1,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,37.728456522728401,-122.37564157204299,"(37.7284565227284, -122.375641572043)"
2015-049,(2) Predevelopment Feasibility,"Block 48, Phase 1A, Block N2",868,La Salle,Ave,94124,Not Applicable,"4591D009, 4591D010, 4591D011, 4591D012",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,Lennar,,,,Not Applicable,,,,,,,8,1,7,13%,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37.728373813928101,-122.37503475917001,"(37.7283738139281, -122.37503475917)"
2015-051,(5) First Construction Document Issued,568-570 Natoma ,568-570,Natoma,St,94103,Not Applicable,3726074,6,South of Market,South of Market,MOHCD,Small Sites,Rehabilitation,Rental,08/01/2016,,,11/01/2016,San Francisco Community Land Trust,,San Francisco Community Land Trust,,Not Applicable,,,,,DOC-2016-K224780-00,04/01/2016,5,5,0,100%,0,0,5,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,37.779062382019802,-122.40938451475,"(37.7790623820198, -122.40938451475)"
2015-052,(2) Predevelopment Feasibility,Dorothy Day Community,54,McAllister,St,94102,Not Applicable,0349014,6,Downtown/Civic Center,Tenderloin,MOHCD,Bonds Only,Rehabilitation,Rental,01/01/2018,,,12/01/2018,Mercy Housing California,,"Dorothy Day Community, LP",,Not Applicable,,,,,,,100,100,0,100%,0,26,74,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,37.781289430937598,-122.413173134307,"(37.7812894309376, -122.413173134307)"
2015-053,(3) Design with Entitlements Approved,1395 22nd,1395,22nd,St,94110,"790 PENNSYLVANIA AV, SAN FRANCISCO, CA 94107",4167011,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,New Construction,Unknown,,,,,"RMTEX22, LLC",,,,2011.0671,http://propertymap.sfplanning.org/?search=2011.0671,"2011.0671E,2011.0671IKA,2011.0671PPA,2011.0671U,2011.0671X",12/03/2015,Fee Payment ,2016-K313125,08/24/2016,250,0,250,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.756835578860503,-122.394539073145,"(37.7568355788605, -122.394539073145)"
2015-054,(5) First Construction Document Issued,240 Pacific,240,Pacific,Ave,94111,"240 PACIFIC AV, SAN FRANCISCO, CA 94112",0166003,3,Financial District,Financial District/South Beach,MOHCD,Inclusionary,New Construction,Unknown,,07/13/2016,11/10/2016,05/04/2018,Steve O'Connell,,,201508134190,2013.1757,http://propertymap.sfplanning.org/?search=2013.1757,"2013.1757C,2013.1757CND,2013.1757E,2013.1757LLA,2013.1757PPA,2013.1757U,2013.1757V",12/10/2015,Fee Payment ,2016-K212639,03/08/2016,33,0,33,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.797910337381403,-122.400524073573,"(37.7979103373814, -122.400524073573)"
2015-055,(3) Design with Entitlements Approved,475 Minna,475,Minna,St,94103,"475 MINNA ST, SAN FRANCISCO, CA 94103",3725068,6,South of Market,South of Market,MOHCD,Inclusionary,New Construction,Ownership,,,,,John Jensen,,,,2014.1442,http://propertymap.sfplanning.org/?search=2014.1442,"2014.1442DNX,2014.1442ENV,2014.1442U",12/10/2015,On-site BMR Project ,2016-K209505,03/01/2016,15,3,12,20%,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.780922548653699,-122.40739196431301,"(37.7809225486537, -122.407391964313)"
2015-056,(4) Site Work Permit Issued,1598 Bay,1598,Bay,St,94123,1598 BAY ST 94123,0459007,2,Marina,Marina,MOHCD,Inclusionary,New Construction,Unknown,,10/21/2016,,,Mark Conroe,,,201512235830,2014-003157PRJ,http://propertymap.sfplanning.org/?search=2014-003157PRJ,"2014-003157CND,2014-003157CUA,2014-003157ENV,2014-003157PPA,2014-003157VAR",12/17/2015,Fee Payment ,2016-K220014,03/21/2016,28,0,28,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.803370670855301,-122.43305160558199,"(37.8033706708553, -122.433051605582)"
2016-001,(2) Predevelopment Feasibility,111 Jones,111,Jones,St,94102,Not Applicable,0344002,6,Downtown/Civic Center,Tenderloin,MOHCD,Bonds Only,Rehabilitation,Rental,05/01/2017,,,07/02/2018,Mercy Housing California,,111 Jones Associates,,Not Applicable,,,,,DOC-2016-K196177-00,01/29/2016,109,108,1,99%,0,8,64,16,20,0,0,0,1,,108,0,0,0,0,0,0,0,0,0,108,0,0,0,0,37.7823081162433,-122.412631917315,"(37.7823081162433, -122.412631917315)"
2016-002,(2) Predevelopment Feasibility,"HPSY II-CP, Block 10A",,Address not yet assigned,,94124,Not Applicable,Not Yet Available,10,Bayview,Bayview Hunters Point,OCII,Candlestick Point,New Construction,Rental,12/01/2017,,,06/01/2019,Tenderloin Neighborhood Development Corporation,Young Community Developers,"Candlestick 10a Associates, LP",,Not Applicable,,,,,,,140,139,1,99%,0,0,20,57,58,3,1,14,1,3bd,104,0,0,35,0,0,35,0,0,104,0,0,0,0,0,37.7148591129165,-122.384643377502,"(37.7148591129165, -122.384643377502)"
2016-003,(2) Predevelopment Feasibility,"HPSY II-CP, Block 11A",,Address not yet assigned,,94124,Not Applicable,Not Yet Available,10,Bayview,Bayview Hunters Point,OCII,Candlestick Point,New Construction,Rental,12/01/2017,,,06/01/2019,San Francisco Housing Development Corporation,Mercy Housing California,Developer selection in process,,Not Applicable,,,,,,,150,149,1,99%,0,0,0,0,0,0,0,0,1,,111,0,0,38,0,0,0,0,0,149,0,0,0,0,0,37.711190863914197,-122.38546280723,"(37.7111908639142, -122.38546280723)"
2016-004,(2) Predevelopment Feasibility,344-348 Precita Ave,344-348,Precita,Ave,94110,Not Applicable,5524001,9,Bernal Heights,Bernal Heights,MOHCD,Small Sites,Rehabilitation,Rental,,,,,Mission Economic Development Agency,,"MEDA Small Properties, LLC",,Not Applicable,,,,,,,3,3,0,100%,0,1,1,1,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37.746649676100297,-122.412687553574,"(37.7466496761003, -122.412687553574)"
2016-005,(2) Predevelopment Feasibility,"Block 48, Phase 1A, Block P",966,Oakdale,Ave,94124,Not Applicable,"4591D071, 4591D072, 4591D073, 4591D074",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,Lennar,,,,Not Applicable,,,,,,,10,1,9,10%,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37.727969480883701,-122.37524337313199,"(37.7279694808837, -122.375243373132)"
2016-006,(3) Design with Entitlements Approved,950 Gough,950,Gough,St,94102,"950 GOUGH ST, SAN FRANCISCO, CA 94102",0744010,5,Downtown/Civic Center,Western Addition,MOHCD,Inclusionary,New Construction,Ownership,,,,,"Maracor Development, Inc.",,,201510281089,2012.0506,http://propertymap.sfplanning.org/?search=2012.0506,"2012.0506C,2012.0506E,2012.0506GEN,2012.0506K,2012.0506U,2012.0506VAR",01/07/2016,On-site BMR Project ,,,95,11,84,12%,0,0,0,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,37.782241112010801,-122.42369908166501,"(37.7822411120108, -122.423699081665)"
